rand_string,graph,num_priority,priority_nodes,lower_bound,upper_bound,time_period,num_patterns
0,grid_6_rand_24_4,6,34 5 28 23 15 3,4600,4600,4600,1
1,grid_6_rand_12_0,6,34 5 28 23 15 3,2200,2600,2600,3
2,grid_6_rand_12_4,6,34 5 28 23 15 3,3000,3000,3000,2
3,grid_6_rand_24_0,6,34 5 28 23 15 3,4000,4000,4000,1
4,grid_6_rand_6_0,6,34 5 28 23 15 3,2200,2200,2200,1
5,grid_6_6,6,34 5 28 23 15 3,2000,2000,2000,1
6,grid_6_rand_18_0,6,34 5 28 23 15 3,3000,3000,3000,1
7,grid_6_rand_24_2,6,34 5 28 23 15 3,3800,3800,3800,1
8,grid_6_rand_18_2,6,34 5 28 23 15 3,2800,2800,2800,1
9,grid_6_rand_18_3,6,34 5 28 23 15 3,3000,3200,3200,3
10,grid_6_rand_18_1,6,34 5 28 23 15 3,3400,3400,3400,1
11,grid_6_rand_6_2,6,34 5 28 23 15 3,2000,2000,2000,1
12,grid_6_rand_6_4,6,34 5 28 23 15 3,2400,2400,2400,1
13,grid_6_rand_18_4,6,34 5 28 23 15 3,3800,3800,3800,2
14,grid_6_rand_12_3,6,34 5 28 23 15 3,3000,3000,3000,1
15,grid_6_rand_6_3,6,34 5 28 23 15 3,2200,2200,2200,1
16,grid_6_rand_6_1,6,34 5 28 23 15 3,2000,2000,2000,1
17,grid_6_rand_24_1,6,34 5 28 23 15 3,4000,4000,4000,1
18,grid_6_rand_24_3,6,34 5 28 23 15 3,4000,4000,4000,1
19,grid_6_rand_12_1,6,34 5 28 23 15 3,3200,3200,3200,1
20,grid_6_rand_12_2,6,34 5 28 23 15 3,2400,2400,2400,2
21,grid_6_rand_24_4,7,9 12 23 14 31 29 3,4400,4400,4400,1
22,grid_6_rand_12_0,7,9 12 23 14 31 29 3,2800,2800,2800,2
23,grid_6_rand_12_4,7,9 12 23 14 31 29 3,2800,3000,3800,3
24,grid_6_rand_24_0,7,9 12 23 14 31 29 3,5000,5000,5000,2
25,grid_6_rand_6_0,7,9 12 23 14 31 29 3,2400,2400,3000,2
26,grid_6_6,7,9 12 23 14 31 29 3,2200,2400,2200,2
27,grid_6_rand_18_0,7,9 12 23 14 31 29 3,2800,2800,2800,2
28,grid_6_rand_24_2,7,9 12 23 14 31 29 3,3800,3800,3800,1
29,grid_6_rand_18_2,7,9 12 23 14 31 29 3,2800,3000,3400,3
30,grid_6_rand_18_3,7,9 12 23 14 31 29 3,3000,3000,3000,1
31,grid_6_rand_18_1,7,9 12 23 14 31 29 3,3400,3400,3400,1
32,grid_6_rand_6_2,7,9 12 23 14 31 29 3,2400,2400,2400,1
33,grid_6_rand_6_4,7,9 12 23 14 31 29 3,2600,2600,3800,2
34,grid_6_rand_18_4,7,9 12 23 14 31 29 3,3600,3600,3600,2
35,grid_6_rand_12_3,7,9 12 23 14 31 29 3,3200,3200,3200,2
36,grid_6_rand_6_3,7,9 12 23 14 31 29 3,2600,2600,2600,2
37,grid_6_rand_6_1,7,9 12 23 14 31 29 3,2800,2800,2800,1
38,grid_6_rand_24_1,7,9 12 23 14 31 29 3,3800,4000,4000,3
39,grid_6_rand_24_3,7,9 12 23 14 31 29 3,3800,3800,3800,1
40,grid_6_rand_12_1,7,9 12 23 14 31 29 3,3000,3000,3000,2
41,grid_6_rand_12_2,7,9 12 23 14 31 29 3,3000,3000,3000,2
42,grid_6_rand_24_4,8,21 3 7 13 31 35 9 16,4400,4400,4600,3
43,grid_6_rand_12_0,8,21 3 7 13 31 35 9 16,2600,2600,2600,1
44,grid_6_rand_12_4,8,21 3 7 13 31 35 9 16,2800,2800,2800,2
45,grid_6_rand_24_0,8,21 3 7 13 31 35 9 16,5000,5000,5000,1
46,grid_6_rand_6_0,8,21 3 7 13 31 35 9 16,2600,2600,2800,2
47,grid_6_6,8,21 3 7 13 31 35 9 16,2200,2400,3000,4
48,grid_6_rand_18_0,8,21 3 7 13 31 35 9 16,3200,3200,3200,1
49,grid_6_rand_24_2,8,21 3 7 13 31 35 9 16,4400,4400,4400,1
50,grid_6_rand_18_2,8,21 3 7 13 31 35 9 16,3000,3000,3000,3
51,grid_6_rand_18_3,8,21 3 7 13 31 35 9 16,3000,3000,3000,1
52,grid_6_rand_18_1,8,21 3 7 13 31 35 9 16,3000,3000,3200,3
53,grid_6_rand_6_2,8,21 3 7 13 31 35 9 16,2400,2400,2400,1
54,grid_6_rand_6_4,8,21 3 7 13 31 35 9 16,2400,2600,2800,3
55,grid_6_rand_18_4,8,21 3 7 13 31 35 9 16,3200,3200,3400,3
56,grid_6_rand_12_3,8,21 3 7 13 31 35 9 16,3000,3000,3000,2
57,grid_6_rand_6_3,8,21 3 7 13 31 35 9 16,2600,2600,2600,2
58,grid_6_rand_6_1,8,21 3 7 13 31 35 9 16,2200,2400,2200,2
59,grid_6_rand_24_1,8,21 3 7 13 31 35 9 16,4200,4200,4200,2
60,grid_6_rand_24_3,8,21 3 7 13 31 35 9 16,4200,4200,4200,1
61,grid_6_rand_12_1,8,21 3 7 13 31 35 9 16,3200,3200,3200,1
62,grid_6_rand_12_2,8,21 3 7 13 31 35 9 16,2600,2600,2600,2
63,grid_6_rand_24_4,9,1 2 33 8 17 31 23 0 4,5000,5000,5000,2
64,grid_6_rand_12_0,9,1 2 33 8 17 31 23 0 4,3000,3000,3000,1
65,grid_6_rand_12_4,9,1 2 33 8 17 31 23 0 4,3400,3400,3800,2
66,grid_6_rand_24_0,9,1 2 33 8 17 31 23 0 4,4000,4000,4000,1
67,grid_6_rand_6_0,9,1 2 33 8 17 31 23 0 4,2600,2600,2600,1
68,grid_6_6,9,1 2 33 8 17 31 23 0 4,2400,2400,3800,3
69,grid_6_rand_18_0,9,1 2 33 8 17 31 23 0 4,3600,3600,3600,1
70,grid_6_rand_24_2,9,1 2 33 8 17 31 23 0 4,5600,5600,5600,1
71,grid_6_rand_18_2,9,1 2 33 8 17 31 23 0 4,3600,3600,3600,1
72,grid_6_rand_18_3,9,1 2 33 8 17 31 23 0 4,3400,3400,3400,1
73,grid_6_rand_18_1,9,1 2 33 8 17 31 23 0 4,3400,3400,3400,1
74,grid_6_rand_6_2,9,1 2 33 8 17 31 23 0 4,2600,2600,2600,2
75,grid_6_rand_6_4,9,1 2 33 8 17 31 23 0 4,2600,2600,2600,1
76,grid_6_rand_18_4,9,1 2 33 8 17 31 23 0 4,4400,4400,4400,2
77,grid_6_rand_12_3,9,1 2 33 8 17 31 23 0 4,3000,3000,3000,1
78,grid_6_rand_6_3,9,1 2 33 8 17 31 23 0 4,2600,2800,2600,2
79,grid_6_rand_6_1,9,1 2 33 8 17 31 23 0 4,2600,2600,3400,3
80,grid_6_rand_24_1,9,1 2 33 8 17 31 23 0 4,4800,4800,4800,1
81,grid_6_rand_24_3,9,1 2 33 8 17 31 23 0 4,5200,5200,5200,1
82,grid_6_rand_12_1,9,1 2 33 8 17 31 23 0 4,3200,3200,3200,1
83,grid_6_rand_12_2,9,1 2 33 8 17 31 23 0 4,2800,2800,2800,1
84,grid_6_rand_24_4,6,27 17 8 20 10 26,2800,2800,2800,2
85,grid_6_rand_12_0,6,27 17 8 20 10 26,2000,2000,2000,1
86,grid_6_rand_12_4,6,27 17 8 20 10 26,2200,2200,2200,1
87,grid_6_rand_24_0,6,27 17 8 20 10 26,2800,2800,2800,2
88,grid_6_rand_6_0,6,27 17 8 20 10 26,2000,2000,2000,2
89,grid_6_6,6,27 17 8 20 10 26,1800,1800,1800,1
90,grid_6_rand_18_0,6,27 17 8 20 10 26,2600,2600,2600,1
91,grid_6_rand_24_2,6,27 17 8 20 10 26,3200,3200,3200,2
92,grid_6_rand_18_2,6,27 17 8 20 10 26,2200,2200,2200,1
93,grid_6_rand_18_3,6,27 17 8 20 10 26,2400,2400,2400,2
94,grid_6_rand_18_1,6,27 17 8 20 10 26,2600,2600,2600,1
95,grid_6_rand_6_2,6,27 17 8 20 10 26,1800,1800,1800,2
96,grid_6_rand_6_4,6,27 17 8 20 10 26,2000,2000,2000,1
97,grid_6_rand_18_4,6,27 17 8 20 10 26,3000,3000,3000,1
98,grid_6_rand_12_3,6,27 17 8 20 10 26,2000,2000,2000,1
99,grid_6_rand_6_3,6,27 17 8 20 10 26,1800,1800,1800,2
100,grid_6_rand_6_1,6,27 17 8 20 10 26,1800,1800,1800,2
101,grid_6_rand_24_1,6,27 17 8 20 10 26,4000,4000,4000,1
102,grid_6_rand_24_3,6,27 17 8 20 10 26,3200,3200,3200,2
103,grid_6_rand_12_1,6,27 17 8 20 10 26,2400,2400,2400,1
104,grid_6_rand_12_2,6,27 17 8 20 10 26,2000,2000,2000,2
105,grid_6_rand_24_4,7,13 21 30 16 22 18 35,4200,4400,4400,3
106,grid_6_rand_12_0,7,13 21 30 16 22 18 35,2600,2600,2600,1
107,grid_6_rand_12_4,7,13 21 30 16 22 18 35,2800,2800,2800,1
108,grid_6_rand_24_0,7,13 21 30 16 22 18 35,4200,4200,4200,1
109,grid_6_rand_6_0,7,13 21 30 16 22 18 35,2600,2600,2600,1
110,grid_6_6,7,13 21 30 16 22 18 35,2200,2200,2200,2
111,grid_6_rand_18_0,7,13 21 30 16 22 18 35,3400,3600,4600,3
112,grid_6_rand_24_2,7,13 21 30 16 22 18 35,4000,4000,4000,1
113,grid_6_rand_18_2,7,13 21 30 16 22 18 35,3400,3400,3400,1
114,grid_6_rand_18_3,7,13 21 30 16 22 18 35,3400,3400,3400,2
115,grid_6_rand_18_1,7,13 21 30 16 22 18 35,3400,3400,3400,1
116,grid_6_rand_6_2,7,13 21 30 16 22 18 35,2600,2600,2600,2
117,grid_6_rand_6_4,7,13 21 30 16 22 18 35,2600,2600,2600,1
118,grid_6_rand_18_4,7,13 21 30 16 22 18 35,3600,3600,3600,1
119,grid_6_rand_12_3,7,13 21 30 16 22 18 35,2800,2800,2800,1
120,grid_6_rand_6_3,7,13 21 30 16 22 18 35,2600,2600,3000,3
121,grid_6_rand_6_1,7,13 21 30 16 22 18 35,2400,2400,2400,2
122,grid_6_rand_24_1,7,13 21 30 16 22 18 35,4000,4000,4000,1
123,grid_6_rand_24_3,7,13 21 30 16 22 18 35,4400,4400,4400,1
124,grid_6_rand_12_1,7,13 21 30 16 22 18 35,2800,2800,2800,1
125,grid_6_rand_12_2,7,13 21 30 16 22 18 35,2800,2800,2800,2
126,grid_6_rand_24_4,8,26 24 12 30 35 1 15 28,5400,5400,5400,1
127,grid_6_rand_12_0,8,26 24 12 30 35 1 15 28,3200,3200,3200,1
128,grid_6_rand_12_4,8,26 24 12 30 35 1 15 28,3000,3000,3000,2
129,grid_6_rand_24_0,8,26 24 12 30 35 1 15 28,4400,4400,4400,2
130,grid_6_rand_6_0,8,26 24 12 30 35 1 15 28,2600,2800,2600,2
131,grid_6_6,8,26 24 12 30 35 1 15 28,2600,2600,2600,2
132,grid_6_rand_18_0,8,26 24 12 30 35 1 15 28,3400,3400,4400,2
133,grid_6_rand_24_2,8,26 24 12 30 35 1 15 28,4200,4200,4200,1
134,grid_6_rand_18_2,8,26 24 12 30 35 1 15 28,3400,3400,3400,2
135,grid_6_rand_18_3,8,26 24 12 30 35 1 15 28,3800,3800,3800,2
136,grid_6_rand_18_1,8,26 24 12 30 35 1 15 28,4000,4000,4000,1
137,grid_6_rand_6_2,8,26 24 12 30 35 1 15 28,2600,2600,2600,2
138,grid_6_rand_6_4,8,26 24 12 30 35 1 15 28,2600,2600,2600,1
139,grid_6_rand_18_4,8,26 24 12 30 35 1 15 28,3600,3600,3600,1
140,grid_6_rand_12_3,8,26 24 12 30 35 1 15 28,3000,3000,3000,1
141,grid_6_rand_6_3,8,26 24 12 30 35 1 15 28,2600,2800,3600,2
142,grid_6_rand_6_1,8,26 24 12 30 35 1 15 28,2600,2600,2600,2
143,grid_6_rand_24_1,8,26 24 12 30 35 1 15 28,4600,4600,4600,1
144,grid_6_rand_24_3,8,26 24 12 30 35 1 15 28,4600,4600,4600,2
145,grid_6_rand_12_1,8,26 24 12 30 35 1 15 28,3000,3000,3000,1
146,grid_6_rand_12_2,8,26 24 12 30 35 1 15 28,3400,3400,3400,1
147,grid_6_rand_24_4,9,21 28 35 0 29 26 23 22 11,5000,5000,5000,2
148,grid_6_rand_12_0,9,21 28 35 0 29 26 23 22 11,2800,2800,2800,2
149,grid_6_rand_12_4,9,21 28 35 0 29 26 23 22 11,3400,3400,3400,1
150,grid_6_rand_24_0,9,21 28 35 0 29 26 23 22 11,4400,4400,4400,1
151,grid_6_rand_6_0,9,21 28 35 0 29 26 23 22 11,2600,2600,3200,2
152,grid_6_6,9,21 28 35 0 29 26 23 22 11,2400,2400,2400,1
153,grid_6_rand_18_0,9,21 28 35 0 29 26 23 22 11,3400,3400,3400,1
154,grid_6_rand_24_2,9,21 28 35 0 29 26 23 22 11,4400,4400,4400,2
155,grid_6_rand_18_2,9,21 28 35 0 29 26 23 22 11,3800,3800,3800,1
156,grid_6_rand_18_3,9,21 28 35 0 29 26 23 22 11,3400,3400,3400,1
157,grid_6_rand_18_1,9,21 28 35 0 29 26 23 22 11,3800,3800,3800,2
158,grid_6_rand_6_2,9,21 28 35 0 29 26 23 22 11,2400,2400,2400,1
159,grid_6_rand_6_4,9,21 28 35 0 29 26 23 22 11,2600,2600,3200,3
160,grid_6_rand_18_4,9,21 28 35 0 29 26 23 22 11,4200,4200,4200,2
161,grid_6_rand_12_3,9,21 28 35 0 29 26 23 22 11,2800,2800,2800,2
162,grid_6_rand_6_3,9,21 28 35 0 29 26 23 22 11,2800,2800,3800,3
163,grid_6_rand_6_1,9,21 28 35 0 29 26 23 22 11,3000,3000,3000,2
164,grid_6_rand_24_1,9,21 28 35 0 29 26 23 22 11,4600,4600,4600,1
165,grid_6_rand_24_3,9,21 28 35 0 29 26 23 22 11,4800,4800,4800,2
166,grid_6_rand_12_1,9,21 28 35 0 29 26 23 22 11,3400,3400,3400,1
167,grid_6_rand_12_2,9,21 28 35 0 29 26 23 22 11,3200,3200,3200,2
168,grid_6_rand_24_4,6,32 16 19 12 25 22,3800,3800,3800,1
169,grid_6_rand_12_0,6,32 16 19 12 25 22,2200,2200,2200,1
170,grid_6_rand_12_4,6,32 16 19 12 25 22,2800,2800,2800,1
171,grid_6_rand_24_0,6,32 16 19 12 25 22,3600,3600,3600,1
172,grid_6_rand_6_0,6,32 16 19 12 25 22,2000,2000,2000,1
173,grid_6_6,6,32 16 19 12 25 22,2000,2000,2000,1
174,grid_6_rand_18_0,6,32 16 19 12 25 22,2800,2800,2800,2
175,grid_6_rand_24_2,6,32 16 19 12 25 22,3000,3000,3000,1
176,grid_6_rand_18_2,6,32 16 19 12 25 22,2800,2800,2800,2
177,grid_6_rand_18_3,6,32 16 19 12 25 22,2400,2400,2400,1
178,grid_6_rand_18_1,6,32 16 19 12 25 22,3000,3000,3000,1
179,grid_6_rand_6_2,6,32 16 19 12 25 22,2400,2400,2400,2
180,grid_6_rand_6_4,6,32 16 19 12 25 22,2000,2000,2000,1
181,grid_6_rand_18_4,6,32 16 19 12 25 22,3000,3000,3000,1
182,grid_6_rand_12_3,6,32 16 19 12 25 22,2400,2400,2400,2
183,grid_6_rand_6_3,6,32 16 19 12 25 22,2000,2000,2000,1
184,grid_6_rand_6_1,6,32 16 19 12 25 22,2000,2000,2000,2
185,grid_6_rand_24_1,6,32 16 19 12 25 22,3200,3200,3200,1
186,grid_6_rand_24_3,6,32 16 19 12 25 22,4000,4000,4000,1
187,grid_6_rand_12_1,6,32 16 19 12 25 22,2800,2800,2800,2
188,grid_6_rand_12_2,6,32 16 19 12 25 22,2200,2200,2200,1
189,grid_6_rand_24_4,7,23 12 8 16 32 19 9,3600,3600,3600,1
190,grid_6_rand_12_0,7,23 12 8 16 32 19 9,2600,2600,2600,4
191,grid_6_rand_12_4,7,23 12 8 16 32 19 9,3000,3000,3000,2
192,grid_6_rand_24_0,7,23 12 8 16 32 19 9,4400,4400,4400,1
193,grid_6_rand_6_0,7,23 12 8 16 32 19 9,2200,2200,2200,1
194,grid_6_6,7,23 12 8 16 32 19 9,2200,2200,2200,2
195,grid_6_rand_18_0,7,23 12 8 16 32 19 9,3400,3400,3400,2
196,grid_6_rand_24_2,7,23 12 8 16 32 19 9,3600,3600,3600,1
197,grid_6_rand_18_2,7,23 12 8 16 32 19 9,2800,2800,3200,2
198,grid_6_rand_18_3,7,23 12 8 16 32 19 9,2400,2400,2400,2
199,grid_6_rand_18_1,7,23 12 8 16 32 19 9,3200,3200,3200,2
200,grid_6_rand_6_2,7,23 12 8 16 32 19 9,2400,2400,2400,1
201,grid_6_rand_6_4,7,23 12 8 16 32 19 9,2200,2200,2200,1
202,grid_6_rand_18_4,7,23 12 8 16 32 19 9,3200,3200,3200,1
203,grid_6_rand_12_3,7,23 12 8 16 32 19 9,2600,2600,2600,2
204,grid_6_rand_6_3,7,23 12 8 16 32 19 9,2200,2200,2200,2
205,grid_6_rand_6_1,7,23 12 8 16 32 19 9,2200,2200,2200,1
206,grid_6_rand_24_1,7,23 12 8 16 32 19 9,4000,4000,4000,2
207,grid_6_rand_24_3,7,23 12 8 16 32 19 9,4000,4000,4000,1
208,grid_6_rand_12_1,7,23 12 8 16 32 19 9,2800,2800,2800,1
209,grid_6_rand_12_2,7,23 12 8 16 32 19 9,2400,2400,2400,1
